Date,Meal,Food,Weekday
"Thursday, February 28, 2019",Lunch,Sauteed Swiss Chard with Garlic,
"Thursday, February 28, 2019",Lunch,Steamed Carrots,
"Thursday, February 28, 2019",Lunch,Classic Cole Slaw,
"Thursday, February 28, 2019",Lunch,Hamburger Rolls,
"Thursday, February 28, 2019",Lunch,Cannellini Beans w/ Chive,
"Thursday, February 28, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Thursday, February 28, 2019",Breakfast,Sliced Ham,
"Thursday, February 28, 2019",Breakfast,Broccoli and Cheddar Quiche,
"Thursday, February 28, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Thursday, February 28, 2019",Breakfast,Cheddar Cheese,
"Thursday, February 28, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Thursday, February 28, 2019",Breakfast,Hummus,
"Thursday, February 28, 2019",Breakfast,Whole Wheat Chocolate Muffin,
"Thursday, February 28, 2019",Breakfast,Blueberries,
"Thursday, February 28, 2019",Breakfast,Malted Belgian Waffles,
"Thursday, February 28, 2019",Breakfast,Multi-Grain Waffles,
"Thursday, February 28, 2019",Breakfast,Pancake Syrup,
"Thursday, February 28, 2019",Breakfast,Steel Cut Oatmeal,
"Thursday, February 28, 2019",Breakfast,Strawberry Sauce,
"Thursday, February 28, 2019",Breakfast,Whipped Topping,
"Wednesday, February 27, 2019",Dinner,Red's Best Fresh Catch,
"Wednesday, February 27, 2019",Dinner,TChicken Breast with Pico Da Gallo,
"Wednesday, February 27, 2019",Dinner,Lentil Shepherd's Pie,
"Wednesday, February 27, 2019",Dinner,Roasted Red Bliss Potatoes,
"Wednesday, February 27, 2019",Dinner,Sauteed Spinach with Garlic & Lemon,
"Wednesday, February 27, 2019",Dinner,Succotash with Edamame,
"Wednesday, February 27, 2019",Dinner,Cannelini Beans with Lemon & Spinach,
"Wednesday, February 27, 2019",Dinner,Baguette,
"Wednesday, February 27, 2019",Dinner,Bread and Butter Pickles,
"Wednesday, February 27, 2019",Dinner,Giardiniera Pickles,
"Wednesday, February 27, 2019",Dinner,Pickled Beets,
"Wednesday, February 27, 2019",Dinner,Sliced Genoa Salami,
"Wednesday, February 27, 2019",Dinner,Sliced Mortadella,
"Wednesday, February 27, 2019",Dinner,Sliced Proscuitto,
"Wednesday, February 27, 2019",Dinner,Sweet Gherkin Pickle,
"Wednesday, February 27, 2019",Lunch,Red Spiced Chicken,
"Wednesday, February 27, 2019",Lunch,Three-Cheese Multigrain Rotini Bake with Sausage Sauce,
"Wednesday, February 27, 2019",Lunch,Green Garbanzo Falafel Sandwich,
"Wednesday, February 27, 2019",Lunch,Roasted Barley Pilaf,
"Wednesday, February 27, 2019",Lunch,Steamed Local Seasonal Squash,
"Wednesday, February 27, 2019",Lunch,Stir Fry Vegetables,
"Wednesday, February 27, 2019",Lunch,Diced Tomatoes,
"Wednesday, February 27, 2019",Lunch,Shredded Lettuce,
"Wednesday, February 27, 2019",Lunch,Tahini Sauce,
"Wednesday, February 27, 2019",Lunch,"Tuscan Chickpeas with Garlic, Spinach and Tomatoes",
"Wednesday, February 27, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Wednesday, February 27, 2019",Breakfast,Sliced Ham,
"Wednesday, February 27, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Wednesday, February 27, 2019",Breakfast,Cheddar Cheese,
"Wednesday, February 27, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Wednesday, February 27, 2019",Breakfast,Hummus,
"Wednesday, February 27, 2019",Breakfast,Raspberry White Chocolate Scone,
"Wednesday, February 27, 2019",Breakfast,Blueberries,
"Wednesday, February 27, 2019",Breakfast,Malted Belgian Waffles,
"Wednesday, February 27, 2019",Breakfast,Multi-Grain Waffles,
"Wednesday, February 27, 2019",Breakfast,Pancake Syrup,
"Wednesday, February 27, 2019",Breakfast,Steel Cut Oatmeal,
"Wednesday, February 27, 2019",Breakfast,Strawberry Sauce,
"Wednesday, February 27, 2019",Breakfast,Whipped Topping,
"Tuesday, February 26, 2019",Dinner,Chicken Breast with Poblano Sauce,
"Tuesday, February 26, 2019",Dinner,Salmon with Green Curry,
"Tuesday, February 26, 2019",Dinner,Thai Red Vegetable Curry with Tofu,
"Tuesday, February 26, 2019",Dinner,Coconut Basmati Rice,
"Tuesday, February 26, 2019",Dinner,Sauteed Summer Squash,
"Tuesday, February 26, 2019",Dinner,Steamed Edamame,
"Tuesday, February 26, 2019",Dinner,Spicy Roasted Chickpeas,
"Tuesday, February 26, 2019",Dinner,BBQ Beef,
"Tuesday, February 26, 2019",Dinner,BBQ Korean Tofu,
"Tuesday, February 26, 2019",Dinner,Chopped Scallions,
"Tuesday, February 26, 2019",Dinner,Kimchee,
"Tuesday, February 26, 2019",Dinner,Korean Pickled Cucumber,
"Tuesday, February 26, 2019",Dinner,Leaf Lettuce,
"Tuesday, February 26, 2019",Dinner,Ssamjang Sauce,
"Tuesday, February 26, 2019",Dinner,Sticky Rice,
"Tuesday, February 26, 2019",Lunch,Hoisin BBQ Chicken,
"Tuesday, February 26, 2019",Lunch,Philly Cheese Steak Sub,
"Tuesday, February 26, 2019",Lunch,Basil Pesto Roasted Tofu and Tomato,
"Tuesday, February 26, 2019",Lunch,French Fries,
"Tuesday, February 26, 2019",Lunch,Fried Parmesan Cauliflower,
"Tuesday, February 26, 2019",Lunch,Roasted Parsnips,
"Tuesday, February 26, 2019",Lunch,Marinated Mixed Beans,
"Tuesday, February 26, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Tuesday, February 26, 2019",Breakfast,Sliced Ham,
"Tuesday, February 26, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Tuesday, February 26, 2019",Breakfast,Cheddar Cheese,
"Tuesday, February 26, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Tuesday, February 26, 2019",Breakfast,Hummus,
"Tuesday, February 26, 2019",Breakfast,"Mushroom, Onion & Cheese Frittata",
"Tuesday, February 26, 2019",Breakfast,Whole Wheat Banana Walnut Muffin,
"Tuesday, February 26, 2019",Breakfast,Blueberries,
"Tuesday, February 26, 2019",Breakfast,Malted Belgian Waffles,
"Tuesday, February 26, 2019",Breakfast,Multi-Grain Waffles,
"Tuesday, February 26, 2019",Breakfast,Pancake Syrup,
"Tuesday, February 26, 2019",Breakfast,Steel Cut Oatmeal,
"Tuesday, February 26, 2019",Breakfast,Strawberry Sauce,
"Tuesday, February 26, 2019",Breakfast,Whipped Topping,
"Monday, February 25, 2019",Dinner,Beef Fajita with Fettucine,
"Monday, February 25, 2019",Dinner,Chicken Piccatta,
"Monday, February 25, 2019",Dinner,Quinoa and Vegetable Jambalaya,
"Monday, February 25, 2019",Dinner,"Farro with Roasted Zucchini, Squash, Eggplant & Celery",
"Monday, February 25, 2019",Dinner,Roasted Eggplant with Chinese 5-Spice,
"Monday, February 25, 2019",Dinner,Steamed Carrots,
"Monday, February 25, 2019",Dinner,Lima Beans with Red Onions,
"Monday, February 25, 2019",Dinner,Chopped Scallions,
"Monday, February 25, 2019",Dinner,Diced Red Onions,
"Monday, February 25, 2019",Dinner,Goat Cheese,
"Monday, February 25, 2019",Dinner,Pomegranate Dressing,
"Monday, February 25, 2019",Dinner,Red Quinoa,
"Monday, February 25, 2019",Dinner,Roasted Butternut Squash,
"Monday, February 25, 2019",Dinner,Sauteed Kale,
"Monday, February 25, 2019",Dinner,Seasoned Edamame Beans,
"Monday, February 25, 2019",Lunch,Butter Chicken,
"Monday, February 25, 2019",Lunch,Shrimp & Monterey Jack Quesadilla with Peppers & Tomato,
"Monday, February 25, 2019",Lunch,Spicy Jalapeno Jack Cheese and Macaroni,
"Monday, February 25, 2019",Lunch,Jasmine Rice,
"Monday, February 25, 2019",Lunch,Roasted Seasonal Squash with Paprika & Tumeric,
"Monday, February 25, 2019",Lunch,Steamed Broccoli,
"Monday, February 25, 2019",Lunch,Sour Cream,
"Monday, February 25, 2019",Lunch,Thick and Chunky Mild Salsa,
"Monday, February 25, 2019",Lunch,Black-Eyed Peas and Chutney,
"Monday, February 25, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Monday, February 25, 2019",Breakfast,Sliced Ham,
"Monday, February 25, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Monday, February 25, 2019",Breakfast,Cheddar Cheese,
"Monday, February 25, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Monday, February 25, 2019",Breakfast,Hummus,
"Monday, February 25, 2019",Breakfast,Assorted Mini Danish,
"Monday, February 25, 2019",Breakfast,Blueberries,
"Monday, February 25, 2019",Breakfast,Malted Belgian Waffles,
"Monday, February 25, 2019",Breakfast,Multi-Grain Waffles,
"Monday, February 25, 2019",Breakfast,Pancake Syrup,
"Monday, February 25, 2019",Breakfast,Steel Cut Oatmeal,
"Monday, February 25, 2019",Breakfast,Strawberry Sauce,
"Monday, February 25, 2019",Breakfast,Whipped Topping,
"Sunday, February 24, 2019",Dinner,Chicken Dumplings,
"Sunday, February 24, 2019",Dinner,Turkey Shepherd's Pie,
"Sunday, February 24, 2019",Dinner,5 Cheese Tortellini with Spinach & Mushroom,
"Sunday, February 24, 2019",Dinner,Scallion Fried Brown Rice,
"Sunday, February 24, 2019",Dinner,Roasted Carrots with Thyme,
"Sunday, February 24, 2019",Dinner,Spaghetti Squash,
"Sunday, February 24, 2019",Dinner,Beluga Lentil with Dill,
"Sunday, February 24, 2019",Dinner,Banana,
"Sunday, February 24, 2019",Dinner,Butterscotch Topping,
"Sunday, February 24, 2019",Dinner,Caramel Dessert Sauce,
"Sunday, February 24, 2019",Dinner,Chocolate Chips,
"Sunday, February 24, 2019",Dinner,Hot Fudge,
"Sunday, February 24, 2019",Dinner,Lactaid Ice Cream,
"Sunday, February 24, 2019",Dinner,Maraschino Cherry Halves,
"Sunday, February 24, 2019",Dinner,Rainbow Jimmies,
"Sunday, February 24, 2019",Dinner,Richardson's Ice Cream,
"Sunday, February 24, 2019",Dinner,Whipped Topping,
"Sunday, February 24, 2019",Dinner,Baguette,
"Sunday, February 24, 2019",Dinner,White Round Country Loaf,
"Sunday, February 24, 2019",Dinner,Whole Grain Bread,
"Sunday, February 24, 2019",Lunch,Assorted Bagels,
"Sunday, February 24, 2019",Lunch,Blueberry Pancakes,
"Sunday, February 24, 2019",Lunch,"Fruit, Grapefruit",
"Sunday, February 24, 2019",Lunch,Garden Cream Cheese,
"Sunday, February 24, 2019",Lunch,Harvard Fruit Salad,
"Sunday, February 24, 2019",Lunch,Hashed Potatoes,
"Sunday, February 24, 2019",Lunch,Multigrain Penne Chicken Broccoli Alfredo,
"Sunday, February 24, 2019",Lunch,Pork Sausage Pattie,
"Sunday, February 24, 2019",Lunch,Scrambled Cage Free Eggs,
"Sunday, February 24, 2019",Lunch,Smoked Salmon Platter,
"Sunday, February 24, 2019",Lunch,Steamed Green Peas,
"Sunday, February 24, 2019",Lunch,Strawberry Cream Cheese,
"Sunday, February 24, 2019",Lunch,Whole Wheat Blueberry Muffin,
"Sunday, February 24, 2019",Lunch,Blueberries,
"Sunday, February 24, 2019",Lunch,Malted Belgian Waffles,
"Sunday, February 24, 2019",Lunch,Multi-Grain Waffles,
"Sunday, February 24, 2019",Lunch,Pancake Syrup,
"Sunday, February 24, 2019",Lunch,Steel Cut Oatmeal,
"Sunday, February 24, 2019",Lunch,Strawberry Sauce,
"Sunday, February 24, 2019",Lunch,Whipped Topping,
"Saturday, February 23, 2019",Dinner,Beef Meatballs in Marinara Sauce,
"Saturday, February 23, 2019",Dinner,Buffalo Chicken Pizza,
"Saturday, February 23, 2019",Dinner,Tofu Curry Noodle Stirfry,
"Saturday, February 23, 2019",Dinner,Barilla Plus Spaghetti in Sauce,
"Saturday, February 23, 2019",Dinner,Wheat Berry and Vegetable Pilaf,
"Saturday, February 23, 2019",Dinner,Roasted Local Seasonal Squash,
"Saturday, February 23, 2019",Dinner,Steamed Whole Green Beans,
"Saturday, February 23, 2019",Dinner,Sweet & Sour Garbanzo Beans,
"Saturday, February 23, 2019",Dinner,Cilantro,
"Saturday, February 23, 2019",Dinner,Crumbled Chorizo Sausage,
"Saturday, February 23, 2019",Dinner,"Dressing, Blue Cheese",
"Saturday, February 23, 2019",Dinner,Nacho Cheese Sauce,
"Saturday, February 23, 2019",Dinner,Pico De Gallo Sauce,
"Saturday, February 23, 2019",Dinner,Roasted Corn & Black Beans,
"Saturday, February 23, 2019",Dinner,Sliced Jalapeno Peppers,
"Saturday, February 23, 2019",Dinner,Sweet Potato  Tots,
"Saturday, February 23, 2019",Dinner,Tater Tots,
"Saturday, February 23, 2019",Dinner,Vegetarian Taco Crumbles,
"Saturday, February 23, 2019",Dinner,Western Style Guacamole,
"Saturday, February 23, 2019",Lunch,Baby Shells with Ham and Peas,
"Saturday, February 23, 2019",Lunch,Grilled Chicken,
"Saturday, February 23, 2019",Lunch,Honey Mustard Chicken,
"Saturday, February 23, 2019",Lunch,French Fries,
"Saturday, February 23, 2019",Lunch,Chuckwagon Corn,
"Saturday, February 23, 2019",Lunch,Sauteed Spinach with Garlic,
"Saturday, February 23, 2019",Lunch,Homemade Refried Beans,
"Saturday, February 23, 2019",Lunch,Cage-Free Egg Whites,
"Saturday, February 23, 2019",Lunch,Diced Fresh Tomatoes,
"Saturday, February 23, 2019",Lunch,Diced Onions,
"Saturday, February 23, 2019",Lunch,Diced Peppers,
"Saturday, February 23, 2019",Lunch,Scrambled Cage Free Eggs,
"Saturday, February 23, 2019",Lunch,Shredded Yellow Cheddar Cheese,
"Saturday, February 23, 2019",Lunch,Sliced Mushrooms,
"Saturday, February 23, 2019",Breakfast,Bacon,
"Saturday, February 23, 2019",Breakfast,Cage Free Eggs Cooked to Order,
"Saturday, February 23, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Saturday, February 23, 2019",Breakfast,Scrambled Cage Free Eggs,
"Saturday, February 23, 2019",Breakfast,Corn Muffin,
"Saturday, February 23, 2019",Breakfast,Blueberries,
"Saturday, February 23, 2019",Breakfast,Malted Belgian Waffles,
"Saturday, February 23, 2019",Breakfast,Multi-Grain Waffles,
"Saturday, February 23, 2019",Breakfast,Pancake Syrup,
"Saturday, February 23, 2019",Breakfast,Steel Cut Oatmeal,
"Saturday, February 23, 2019",Breakfast,Strawberry Sauce,
"Saturday, February 23, 2019",Breakfast,Whipped Topping,
"Friday, February 22, 2019",Dinner,Fried Buttermilk Chicken Drumsticks,
"Friday, February 22, 2019",Dinner,Shaking Beef,
"Friday, February 22, 2019",Dinner,"Veggie Burger, Garden Broiler",
"Friday, February 22, 2019",Dinner,Jasmine Rice,
"Friday, February 22, 2019",Dinner,Kale with Carmelized Onions,
"Friday, February 22, 2019",Dinner,Steamed Acorn Squash,
"Friday, February 22, 2019",Dinner,Bananas,
"Friday, February 22, 2019",Dinner,Brioche Rolls,
"Friday, February 22, 2019",Dinner,Black Eye Pea & Cilantro,
"Friday, February 22, 2019",Dinner,Angel Cake,
"Friday, February 22, 2019",Dinner,Fresh Black Berries,
"Friday, February 22, 2019",Dinner,Fresh Blueberries,
"Friday, February 22, 2019",Dinner,Fresh Driscoll Strawberries,
"Friday, February 22, 2019",Dinner,Pound Cake,
"Friday, February 22, 2019",Dinner,Whipped Topping,
"Friday, February 22, 2019",Lunch,Penne Sausage Peppers and Onions,
"Friday, February 22, 2019",Lunch,Red's Best Fresh Catch,
"Friday, February 22, 2019",Lunch,Morrocan Stew,
"Friday, February 22, 2019",Lunch,Bulgur with Roasted Root Vegetables,
"Friday, February 22, 2019",Lunch,Minty Mushy Peas,
"Friday, February 22, 2019",Lunch,Steamed Baby Carrots,
"Friday, February 22, 2019",Lunch,Boston Baked Beans,
"Friday, February 22, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Friday, February 22, 2019",Breakfast,Sliced Ham,
"Friday, February 22, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Friday, February 22, 2019",Breakfast,Cheddar Cheese,
"Friday, February 22, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Friday, February 22, 2019",Breakfast,Hummus,
"Friday, February 22, 2019",Breakfast,Cinnamon Roll,
"Friday, February 22, 2019",Breakfast,Blueberries,
"Friday, February 22, 2019",Breakfast,Malted Belgian Waffles,
"Friday, February 22, 2019",Breakfast,Multi-Grain Waffles,
"Friday, February 22, 2019",Breakfast,Pancake Syrup,
"Friday, February 22, 2019",Breakfast,Steel Cut Oatmeal,
"Friday, February 22, 2019",Breakfast,Strawberry Sauce,
"Friday, February 22, 2019",Breakfast,Whipped Topping,
"Thursday, February 21, 2019",Dinner,Baked Salmon With Dill,
"Thursday, February 21, 2019",Dinner,Roast Beef w/Peppercorn Sauce,
"Thursday, February 21, 2019",Dinner,Portobello Lentil Patty with Tomato Basil Salsa,
"Thursday, February 21, 2019",Dinner,Florentine Rice,
"Thursday, February 21, 2019",Dinner,Brussel Sprouts with Soy,
"Thursday, February 21, 2019",Dinner,Steamed Cauliflower,
"Thursday, February 21, 2019",Dinner,White Bean & Fennel,
"Thursday, February 21, 2019",Lunch,Dan Dan Noodles,
"Thursday, February 21, 2019",Lunch,Grilled BBQ Chicken Thigh,
"Thursday, February 21, 2019",Lunch,Grilled Chicken Thigh,
"Thursday, February 21, 2019",Lunch,Spinach Artichoke Grilled Cheese Sandwich,
"Thursday, February 21, 2019",Lunch,Roasted Russet Potato Wedges,
"Thursday, February 21, 2019",Lunch,Roasted Beets with Cumin and Lime,
"Thursday, February 21, 2019",Lunch,Steamed Snowpeas,
"Thursday, February 21, 2019",Lunch,Stewed Chickpea Catalan Style,
"Thursday, February 21, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Thursday, February 21, 2019",Breakfast,Sliced Ham,
"Thursday, February 21, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Thursday, February 21, 2019",Breakfast,Cheddar Cheese,
"Thursday, February 21, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Thursday, February 21, 2019",Breakfast,Hummus,
"Thursday, February 21, 2019",Breakfast,Whole Wheat Banana Walnut Muffin,
"Thursday, February 21, 2019",Breakfast,Blueberries,
"Thursday, February 21, 2019",Breakfast,Malted Belgian Waffles,
"Thursday, February 21, 2019",Breakfast,Multi-Grain Waffles,
"Thursday, February 21, 2019",Breakfast,Pancake Syrup,
"Thursday, February 21, 2019",Breakfast,Steel Cut Oatmeal,
"Thursday, February 21, 2019",Breakfast,Strawberry Sauce,
"Thursday, February 21, 2019",Breakfast,Whipped Topping,
"Wednesday, February 20, 2019",Dinner,Chicken Marsala,
"Wednesday, February 20, 2019",Dinner,Fresh Seared Swordfish,
"Wednesday, February 20, 2019",Dinner,Tempeh with Mushoom Chablis Sauce,
"Wednesday, February 20, 2019",Dinner,Barley Risotto,
"Wednesday, February 20, 2019",Dinner,Roasted Broccoli with Lemon Zest and Panko,
"Wednesday, February 20, 2019",Dinner,Roasted Butternut Squash,
"Wednesday, February 20, 2019",Dinner,Butter Beans Baked in a Tomato Dill Sauce,
"Wednesday, February 20, 2019",Dinner,Baguette,
"Wednesday, February 20, 2019",Dinner,Bread and Butter Pickles,
"Wednesday, February 20, 2019",Dinner,Giardiniera Pickles,
"Wednesday, February 20, 2019",Dinner,Pickled Beets,
"Wednesday, February 20, 2019",Dinner,Sliced Genoa Salami,
"Wednesday, February 20, 2019",Dinner,Sliced Mortadella,
"Wednesday, February 20, 2019",Dinner,Sliced Proscuitto,
"Wednesday, February 20, 2019",Dinner,Sweet Gherkin Pickle,
"Wednesday, February 20, 2019",Lunch,Popcorn Chicken,
"Wednesday, February 20, 2019",Lunch,Pork Sausage Sub with Peppers and Onions,
"Wednesday, February 20, 2019",Lunch,Margarita Pizza on Multigrain Crust,
"Wednesday, February 20, 2019",Lunch,Toasted Farro And Barley,
"Wednesday, February 20, 2019",Lunch,Sauteed Collard Greens,
"Wednesday, February 20, 2019",Lunch,Steamed Summer Squash,
"Wednesday, February 20, 2019",Lunch,Duck Sauce,
"Wednesday, February 20, 2019",Lunch,Honey Mustard Sauce,
"Wednesday, February 20, 2019",Lunch,Sweet Honey BBQ Sauce,
"Wednesday, February 20, 2019",Lunch,Vegan Baked Beans,
"Wednesday, February 20, 2019",Breakfast,Roasted Low-Sodium Turkey,
"Wednesday, February 20, 2019",Breakfast,Sliced Ham,
"Wednesday, February 20, 2019",Breakfast,Cage Free Hard Boiled Eggs,
"Wednesday, February 20, 2019",Breakfast,Cheddar Cheese,
"Wednesday, February 20, 2019",Breakfast,Hard Cooked Eggs - Cage Free,
"Wednesday, February 20, 2019",Breakfast,Hummus,
"Wednesday, February 20, 2019",Breakfast,Roasted Pepper Quiche,
"Wednesday, February 20, 2019",Breakfast,Brown Sugar Cinnamon Scone,
"Wednesday, February 20, 2019",Breakfast,Blueberries,
"Wednesday, February 20, 2019",Breakfast,Malted Belgian Waffles,
"Wednesday, February 20, 2019",Breakfast,Multi-Grain Waffles,
"Wednesday, February 20, 2019",Breakfast,Pancake Syrup,
"Wednesday, February 20, 2019",Breakfast,Steel Cut Oatmeal,
"Wednesday, February 20, 2019",Breakfast,Strawberry Sauce,
"Wednesday, February 20, 2019",Breakfast,Whipped Topping,
"Tuesday, February 19, 2019",Dinner,Fish Taco with Arcadian Red Fish,
"Tuesday, February 19, 2019",Dinner,Thai Green Chicken Curry,
"Tuesday, February 19, 2019",Dinner,Vegetable Lo Mein with Tofu,
"Tuesday, February 19, 2019",Dinner,Jasmine Rice,
"Tuesday, February 19, 2019",Dinner,Ginger Scallion Bok Choy,
"Tuesday, February 19, 2019",Dinner,Steamed Whole Green Beans,
"Tuesday, February 19, 2019",Dinner,"Green Lentils, Scallion & Red Onion",
"Tuesday, February 19, 2019",Dinner,BBQ Beef,
"Tuesday, February 19, 2019",Dinner,BBQ Korean Tofu,
"Tuesday, February 19, 2019",Dinner,Chopped Scallions,
"Tuesday, February 19, 2019",Dinner,Kimchee,
"Tuesday, February 19, 2019",Dinner,Korean Pickled Cucumber,
"Tuesday, February 19, 2019",Dinner,Leaf Lettuce,
"Tuesday, February 19, 2019",Dinner,Ssamjang Sauce,
"Tuesday, February 19, 2019",Lunch,Philly Cheese Steak Sub,
"Tuesday, February 19, 2019",Lunch,Roasted Honey Lime Chicken,
"Tuesday, February 19, 2019",Lunch,Grilled Chickpea Cakes with Pineapple Salsa,
"Tuesday, February 19, 2019",Lunch,Tater Tots,
"Tuesday, February 19, 2019",Lunch,Mashed Turnips with Sage,
